Job Title,Company,Location,Employment Type,Skills,Experience_Level,Salary_USD,Date_Posted
AWS Solutions Architect,VMware,"Seattle, WA",Remote,"Java, Terraform, AWS, Google Cloud, DevOps",Mid-level,185877,2/21/2025
Cloud Architect,Amazon,"Boston, MA",Contract,"CI/CD, DevOps, AWS, Google Cloud, Kubernetes",Mid-level,149521,9/11/2023
Senior Cloud Engineer,Accenture,"New York, NY",Full-time,"Terraform, AWS, Google Cloud, DevOps",Lead,113274,12/10/2021
Cloud Consultant,Google,"Chicago, IL",Contract,"Azure, Java, Terraform, Kubernetes",Mid-level,158217,7/30/2022
Cloud Architect,Microsoft,"San Francisco, CA",Contract,"DevOps, Google Cloud, Docker, Terraform, Azure",Mid-level,179819,10/22/2023
DevOps Engineer,Cisco,"Chicago, IL",Contract,"Google Cloud, AWS, Java, Terraform",Lead,158465,5/17/2024
Cloud Consultant,VMware,"Seattle, WA",Remote,"Terraform, Java, Google Cloud, Azure, Docker",Mid-level,182692,12/21/2022
DevOps Engineer,Accenture,"San Francisco, CA",Contract,"DevOps, AWS, Docker",Entry-level,181216,12/8/2019
AWS Solutions Architect,VMware,"Chicago, IL",Full-time,"AWS, Java, Google Cloud, DevOps, Docker",Entry-level,96778,5/10/2019
AWS Solutions Architect,Amazon,"Chicago, IL",Full-time,"Java, AWS, Docker",Senior,155234,4/25/2021
Cloud Architect,Accenture,"New York, NY",Full-time,"CI/CD, Azure, Kubernetes",Lead,96324,11/2/2020
Cloud Consultant,Cisco,"New York, NY",Part-time,"DevOps, AWS, Azure, Java, Terraform",Entry-level,107371,3/19/2022
Cloud Architect,Salesforce,"Seattle, WA",Part-time,"Terraform, AWS, Google Cloud, Kubernetes",Mid-level,185190,11/20/2023
Cloud Consultant,Accenture,"Boston, MA",Contract,"Python, CI/CD, Docker, Azure",Lead,150410,2/14/2021
DevOps Engineer,Google,"Seattle, WA",Full-time,"CI/CD, Terraform, Google Cloud, AWS, Docker",Lead,180369,3/10/2021
Cloud Architect,Google,"San Francisco, CA",Contract,"Python, Docker, CI/CD, Azure",Lead,115500,3/22/2023
DevOps Engineer,Salesforce,"San Francisco, CA",Contract,"Kubernetes, Azure, Python, CI/CD, Docker",Mid-level,175298,3/22/2023
DevOps Engineer,Google,"Austin, TX",Part-time,"AWS, Azure, CI/CD, DevOps",Lead,120432,4/13/2021
AWS Solutions Architect,Accenture,"Chicago, IL",Contract,"Java, DevOps, Python",Director,100752,10/2/2023
AWS Solutions Architect,Microsoft,"Boston, MA",Remote,"Azure, Java, DevOps, CI/CD, Python",Senior,151215,8/24/2019
Cloud Architect,Microsoft,"Boston, MA",Contract,"Azure, DevOps, AWS",Lead,170581,5/29/2023
Cloud Consultant,Google,"San Francisco, CA",Part-time,"Kubernetes, Python, AWS, CI/CD",Mid-level,111527,5/29/2024
Senior Cloud Engineer,Microsoft,"Austin, TX",Full-time,"Python, Terraform, Azure, CI/CD, Docker",Entry-level,123511,6/26/2021
Cloud Architect,Amazon,"Chicago, IL",Full-time,"AWS, Java, Azure",Mid-level,154245,3/31/2024
Cloud Architect,Oracle,"New York, NY",Remote,"AWS, Google Cloud, Azure, Python",Senior,142136,10/9/2022
AWS Solutions Architect,Oracle,"Boston, MA",Full-time,"Python, Azure, Google Cloud, Docker",Entry-level,199592,4/4/2023
DevOps Engineer,IBM,"Boston, MA",Contract,"Docker, Google Cloud, Kubernetes, Python, Azure",Senior,183639,6/13/2019
Cloud Consultant,VMware,"Chicago, IL",Contract,"Kubernetes, Python, Azure",Mid-level,168818,5/24/2023
Cloud Consultant,IBM,"Boston, MA",Part-time,"Terraform, DevOps, AWS, Java",Entry-level,123157,4/18/2021
Cloud Consultant,Google,"Seattle, WA",Contract,"AWS, Docker, Kubernetes, CI/CD, Google Cloud",Entry-level,114991,3/13/2020
DevOps Engineer,Microsoft,"Seattle, WA",Remote,"Docker, Java, Google Cloud",Entry-level,129661,12/6/2019
Cloud Consultant,Amazon,"Austin, TX",Part-time,"Azure, CI/CD, Terraform, Python",Senior,124838,2/5/2025
Senior Cloud Engineer,IBM,"Austin, TX",Full-time,"Python, Kubernetes, Docker",Director,126226,3/2/2023
Cloud Architect,Salesforce,"Boston, MA",Full-time,"Google Cloud, Python, Kubernetes",Lead,159118,1/24/2023
Cloud Consultant,Adobe,"Austin, TX",Part-time,"AWS, Azure, DevOps, Google Cloud",Mid-level,143927,8/15/2023
DevOps Engineer,Accenture,"Chicago, IL",Part-time,"Docker, Java, Google Cloud",Mid-level,90641,5/28/2022
Cloud Architect,Salesforce,"Chicago, IL",Full-time,"Kubernetes, AWS, Python",Lead,141205,12/29/2024
Cloud Consultant,Accenture,"Boston, MA",Part-time,"Terraform, Azure, CI/CD, DevOps",Senior,106448,12/19/2022
Senior Cloud Engineer,Amazon,"Austin, TX",Remote,"CI/CD, Azure, Terraform",Director,176043,5/1/2020
Cloud Architect,Cisco,"New York, NY",Part-time,"Terraform, DevOps, Java",Senior,189162,6/26/2023
Senior Cloud Engineer,Oracle,"Seattle, WA",Remote,"Terraform, AWS, Python, Docker, Kubernetes",Mid-level,187878,8/31/2023
Cloud Consultant,Microsoft,"New York, NY",Full-time,"Google Cloud, Docker, CI/CD",Director,93810,10/29/2024
Cloud Consultant,Microsoft,"Chicago, IL",Contract,"DevOps, Java, Terraform",Lead,160698,1/8/2025
AWS Solutions Architect,Salesforce,"Seattle, WA",Remote,"Docker, CI/CD, Kubernetes",Entry-level,141197,9/12/2023
AWS Solutions Architect,VMware,"Seattle, WA",Full-time,"Python, CI/CD, Google Cloud, Azure, Docker",Senior,154271,3/25/2021
Cloud Architect,Accenture,"New York, NY",Remote,"CI/CD, Azure, AWS, DevOps",Senior,159696,8/9/2022
Cloud Consultant,IBM,"San Francisco, CA",Full-time,"Azure, Docker, Java",Director,120489,4/8/2024
Senior Cloud Engineer,Google,"New York, NY",Remote,"Python, AWS, Docker, Kubernetes, Google Cloud",Director,107624,2/10/2025
Cloud Consultant,Oracle,"Austin, TX",Full-time,"Docker, Java, DevOps",Mid-level,140788,11/18/2022
AWS Solutions Architect,Oracle,"Seattle, WA",Part-time,"CI/CD, Google Cloud, Kubernetes",Lead,196894,4/3/2024
Senior Cloud Engineer,Google,"Chicago, IL",Remote,"Kubernetes, Google Cloud, Terraform",Director,169595,2/10/2021
Cloud Consultant,IBM,"New York, NY",Full-time,"DevOps, Kubernetes, Python, Terraform, Azure",Entry-level,179720,11/30/2023
Cloud Architect,Accenture,"Austin, TX",Remote,"Terraform, Kubernetes, CI/CD, AWS",Director,159961,4/19/2023
AWS Solutions Architect,Salesforce,"Seattle, WA",Remote,"Kubernetes, Terraform, Docker, AWS",Entry-level,106841,6/19/2022
AWS Solutions Architect,Microsoft,"San Francisco, CA",Part-time,"Terraform, Kubernetes, CI/CD",Director,102084,4/16/2020
AWS Solutions Architect,IBM,"Austin, TX",Remote,"CI/CD, Kubernetes, AWS, Azure, Google Cloud",Entry-level,94179,6/8/2021
Cloud Architect,Microsoft,"Austin, TX",Remote,"Java, Docker, CI/CD, DevOps, AWS",Director,90522,6/14/2019
Cloud Architect,Amazon,"Austin, TX",Full-time,"DevOps, Java, Azure, Docker, Terraform",Senior,90697,6/30/2019
DevOps Engineer,Microsoft,"Chicago, IL",Part-time,"Terraform, Docker, Kubernetes, Java, AWS",Lead,171282,7/6/2021
DevOps Engineer,VMware,"Boston, MA",Full-time,"AWS, CI/CD, Kubernetes, Python",Mid-level,166964,10/15/2024
AWS Solutions Architect,Salesforce,"New York, NY",Remote,"Python, Kubernetes, Docker, AWS, Azure",Mid-level,138542,4/27/2022
Cloud Consultant,Amazon,"Chicago, IL",Full-time,"CI/CD, AWS, Kubernetes, Terraform",Senior,168903,2/21/2024
Senior Cloud Engineer,Accenture,"Austin, TX",Part-time,"AWS, Azure, DevOps, Docker",Lead,176027,10/20/2022
Senior Cloud Engineer,Microsoft,"Seattle, WA",Part-time,"DevOps, Java, Terraform, AWS",Mid-level,152762,4/30/2019
DevOps Engineer,IBM,"New York, NY",Full-time,"Kubernetes, Azure, Java, DevOps",Senior,181931,10/16/2024
Cloud Consultant,Amazon,"Austin, TX",Remote,"Terraform, Python, Java",Entry-level,92126,4/26/2021
Cloud Consultant,Amazon,"Seattle, WA",Remote,"DevOps, Python, AWS",Senior,107456,10/23/2019
Cloud Architect,Google,"San Francisco, CA",Contract,"AWS, CI/CD, Terraform, Python",Entry-level,174294,8/17/2019
DevOps Engineer,Adobe,"Seattle, WA",Part-time,"DevOps, Kubernetes, Docker, AWS",Lead,128173,9/1/2019
Cloud Architect,Google,"Boston, MA",Contract,"AWS, DevOps, Docker, Terraform, Kubernetes",Lead,127910,4/11/2024
AWS Solutions Architect,Oracle,"New York, NY",Contract,"Google Cloud, Docker, AWS, DevOps",Mid-level,104604,3/2/2023
Cloud Architect,Cisco,"San Francisco, CA",Contract,"AWS, CI/CD, Terraform, Google Cloud, Python",Mid-level,138574,7/27/2021
Cloud Consultant,Cisco,"Austin, TX",Contract,"Java, Kubernetes, AWS, Python, Azure",Senior,192140,7/14/2021
Cloud Consultant,Salesforce,"New York, NY",Remote,"Terraform, DevOps, Google Cloud, AWS, Python",Mid-level,106369,2/19/2023
Cloud Architect,VMware,"New York, NY",Full-time,"Docker, Terraform, Java",Entry-level,129661,6/4/2023
Cloud Architect,Cisco,"Seattle, WA",Contract,"Python, DevOps, CI/CD, Azure",Mid-level,140621,11/2/2021
Senior Cloud Engineer,Microsoft,"New York, NY",Full-time,"Terraform, Google Cloud, AWS, Python, Java",Entry-level,130582,10/7/2024
Senior Cloud Engineer,Microsoft,"New York, NY",Full-time,"Google Cloud, AWS, DevOps",Entry-level,185995,10/7/2023
Senior Cloud Engineer,Google,"Austin, TX",Remote,"Azure, Python, Kubernetes",Senior,129461,5/20/2022
Cloud Consultant,Amazon,"Seattle, WA",Remote,"Java, Python, Docker",Senior,154195,10/11/2024
Cloud Consultant,VMware,"Austin, TX",Remote,"Azure, Java, CI/CD, Kubernetes",Mid-level,173274,7/29/2023
Cloud Architect,Cisco,"Chicago, IL",Part-time,"Kubernetes, Azure, CI/CD, Python, Terraform",Director,92891,6/22/2024
Senior Cloud Engineer,Adobe,"Austin, TX",Remote,"CI/CD, Python, Google Cloud, Java, DevOps",Mid-level,112379,7/12/2021
Cloud Consultant,Google,"Austin, TX",Remote,"Terraform, Kubernetes, AWS, Python, Google Cloud",Lead,100209,2/4/2024
Cloud Architect,Salesforce,"Chicago, IL",Part-time,"Google Cloud, Python, Azure, DevOps, AWS",Entry-level,106218,9/25/2019
Cloud Consultant,Cisco,"Boston, MA",Part-time,"Java, Kubernetes, Google Cloud, Python",Entry-level,124132,2/21/2020
Cloud Consultant,Google,"Seattle, WA",Contract,"AWS, Terraform, Python, DevOps",Entry-level,116314,9/3/2022
Senior Cloud Engineer,Accenture,"Chicago, IL",Part-time,"Google Cloud, DevOps, CI/CD, Kubernetes, Azure",Entry-level,111296,3/13/2023
Cloud Architect,Amazon,"Chicago, IL",Part-time,"Python, Java, AWS",Lead,163368,7/25/2020
DevOps Engineer,VMware,"Austin, TX",Part-time,"Kubernetes, DevOps, Terraform",Lead,156288,3/8/2022
Cloud Architect,VMware,"Seattle, WA",Contract,"AWS, Terraform, Kubernetes, Google Cloud",Director,149192,7/20/2024
Cloud Consultant,IBM,"San Francisco, CA",Contract,"Kubernetes, DevOps, AWS, Docker",Mid-level,166118,9/13/2023
Cloud Consultant,Amazon,"New York, NY",Remote,"Terraform, Docker, Google Cloud, CI/CD",Mid-level,112056,2/28/2024
Cloud Consultant,Cisco,"San Francisco, CA",Full-time,"Python, Java, DevOps, AWS",Mid-level,183081,7/4/2019
DevOps Engineer,Cisco,"Chicago, IL",Contract,"Kubernetes, CI/CD, AWS, Google Cloud, DevOps",Director,101042,3/9/2022
Senior Cloud Engineer,Accenture,"Chicago, IL",Remote,"Azure, Google Cloud, DevOps, Kubernetes",Mid-level,118801,11/29/2023
AWS Solutions Architect,Accenture,"New York, NY",Part-time,"CI/CD, DevOps, AWS, Docker, Kubernetes",Mid-level,100288,5/31/2024
DevOps Engineer,Accenture,"Boston, MA",Full-time,"Azure, Google Cloud, Kubernetes, Terraform, Docker",Mid-level,125202,11/9/2020
DevOps Engineer,IBM,"Boston, MA",Full-time,"Kubernetes, Terraform, Docker, Google Cloud",Entry-level,149177,5/9/2020
Senior Cloud Engineer,Cisco,"San Francisco, CA",Part-time,"CI/CD, Azure, Java, Terraform",Director,158023,4/23/2021
Senior Cloud Engineer,Adobe,"Chicago, IL",Contract,"Java, Azure, Terraform",Mid-level,126479,6/23/2022
DevOps Engineer,Microsoft,"Austin, TX",Remote,"Python, Docker, Kubernetes",Senior,115405,8/24/2023
Cloud Consultant,Cisco,"New York, NY",Contract,"AWS, Java, Google Cloud, Docker",Senior,191045,3/8/2020
Cloud Architect,Amazon,"San Francisco, CA",Part-time,"DevOps, Azure, AWS",Lead,168683,5/8/2020
Cloud Architect,Microsoft,"Boston, MA",Part-time,"DevOps, Java, Azure, Docker",Mid-level,158510,3/9/2022
Cloud Architect,Microsoft,"Chicago, IL",Full-time,"Python, Azure, CI/CD",Entry-level,90996,10/22/2020
Senior Cloud Engineer,Amazon,"Austin, TX",Full-time,"Java, Google Cloud, AWS",Senior,107141,6/30/2022
Cloud Consultant,Cisco,"Seattle, WA",Contract,"Python, AWS, Docker",Entry-level,133525,8/4/2019
Cloud Architect,IBM,"Seattle, WA",Remote,"DevOps, Terraform, Java, Docker, Google Cloud",Entry-level,141546,11/30/2019
Senior Cloud Engineer,Oracle,"Seattle, WA",Part-time,"CI/CD, Google Cloud, Terraform",Director,97088,6/27/2019
Senior Cloud Engineer,Oracle,"San Francisco, CA",Remote,"Java, Google Cloud, Docker, DevOps, Azure",Senior,100241,4/13/2021
DevOps Engineer,Accenture,"New York, NY",Contract,"Azure, Docker, CI/CD, Terraform",Director,172734,1/11/2025
AWS Solutions Architect,Amazon,"Austin, TX",Full-time,"Azure, Docker, CI/CD, Python, Google Cloud",Senior,133694,10/16/2021
Cloud Consultant,IBM,"San Francisco, CA",Remote,"Terraform, AWS, CI/CD, Google Cloud, Python",Lead,92547,4/28/2023
DevOps Engineer,Amazon,"Chicago, IL",Contract,"Java, Azure, AWS",Entry-level,108114,1/12/2021
Cloud Consultant,IBM,"Boston, MA",Part-time,"DevOps, AWS, Docker, Azure",Entry-level,170660,5/28/2023
Cloud Architect,Cisco,"San Francisco, CA",Full-time,"CI/CD, Terraform, Python",Senior,114150,8/29/2021
DevOps Engineer,IBM,"Austin, TX",Contract,"Terraform, DevOps, Docker",Director,111078,11/11/2019
DevOps Engineer,Salesforce,"Austin, TX",Full-time,"CI/CD, DevOps, Terraform, Google Cloud, Java",Mid-level,180585,1/30/2021
AWS Solutions Architect,Oracle,"Austin, TX",Part-time,"Python, Docker, Java, DevOps, CI/CD",Entry-level,118147,4/20/2023
Cloud Architect,Cisco,"New York, NY",Full-time,"Kubernetes, CI/CD, Docker",Senior,183666,9/17/2020
Cloud Architect,Cisco,"San Francisco, CA",Full-time,"Kubernetes, Docker, AWS, Terraform",Director,105180,11/7/2022
AWS Solutions Architect,Google,"Austin, TX",Full-time,"AWS, Azure, DevOps, Java",Entry-level,102625,8/26/2023
AWS Solutions Architect,Oracle,"San Francisco, CA",Part-time,"Docker, Terraform, Kubernetes, Google Cloud, CI/CD",Senior,163077,9/2/2020
Senior Cloud Engineer,Microsoft,"Seattle, WA",Contract,"CI/CD, Python, Azure",Senior,182639,2/9/2025
DevOps Engineer,Microsoft,"Boston, MA",Contract,"Terraform, Docker, CI/CD",Lead,92710,2/4/2020
DevOps Engineer,Microsoft,"New York, NY",Part-time,"Python, Java, Kubernetes, DevOps",Lead,141884,12/2/2024
Cloud Consultant,Adobe,"San Francisco, CA",Contract,"Python, Azure, Kubernetes, DevOps",Senior,118629,8/6/2022
Cloud Architect,IBM,"New York, NY",Contract,"Azure, Java, Kubernetes, Terraform, Docker",Senior,196240,5/8/2023
Cloud Architect,Cisco,"New York, NY",Full-time,"Kubernetes, AWS, Google Cloud, Azure",Senior,99743,3/5/2023
Senior Cloud Engineer,Salesforce,"Boston, MA",Part-time,"Azure, Docker, Google Cloud, Terraform",Lead,90154,8/7/2022
Senior Cloud Engineer,Oracle,"Chicago, IL",Full-time,"Azure, Terraform, CI/CD, AWS",Director,183539,4/5/2022
Senior Cloud Engineer,VMware,"Chicago, IL",Full-time,"DevOps, Google Cloud, Terraform",Senior,147674,5/29/2020
AWS Solutions Architect,Oracle,"Seattle, WA",Full-time,"AWS, Python, Docker, Kubernetes, Azure",Mid-level,135369,3/20/2021
AWS Solutions Architect,Salesforce,"Austin, TX",Part-time,"Terraform, Docker, Google Cloud, Azure",Mid-level,160616,6/24/2019
Senior Cloud Engineer,Cisco,"Austin, TX",Contract,"Kubernetes, Google Cloud, CI/CD, AWS, DevOps",Mid-level,107012,11/19/2021
DevOps Engineer,Oracle,"Austin, TX",Remote,"Java, Google Cloud, CI/CD",Director,166934,12/3/2021
Cloud Consultant,Amazon,"Seattle, WA",Full-time,"Google Cloud, Kubernetes, Python, Terraform, AWS",Director,92362,2/24/2022
Cloud Consultant,Cisco,"New York, NY",Remote,"Kubernetes, Java, Docker, DevOps",Senior,116864,6/19/2019
Cloud Architect,Microsoft,"Chicago, IL",Contract,"Kubernetes, Azure, Java",Director,154097,11/12/2021
Cloud Architect,Salesforce,"Boston, MA",Contract,"CI/CD, Java, DevOps, Docker",Lead,157516,12/15/2021
DevOps Engineer,Amazon,"Austin, TX",Contract,"DevOps, Google Cloud, Docker",Director,143282,3/22/2019
Senior Cloud Engineer,Amazon,"New York, NY",Remote,"Java, DevOps, AWS",Mid-level,141385,4/8/2021
Senior Cloud Engineer,Cisco,"New York, NY",Contract,"Kubernetes, AWS, Java, Terraform",Lead,165280,8/5/2019
AWS Solutions Architect,Adobe,"New York, NY",Contract,"Docker, CI/CD, Terraform",Mid-level,176411,4/9/2020
Cloud Consultant,Salesforce,"San Francisco, CA",Part-time,"Kubernetes, DevOps, Azure, Python, AWS",Senior,104541,5/18/2021
AWS Solutions Architect,Microsoft,"Austin, TX",Part-time,"Docker, Python, Azure, DevOps",Lead,180641,11/12/2021
Cloud Architect,Accenture,"Seattle, WA",Part-time,"Java, Python, Terraform, CI/CD",Director,135416,3/30/2022
Cloud Consultant,Adobe,"New York, NY",Remote,"CI/CD, DevOps, Terraform, Python, Kubernetes",Senior,197574,11/15/2019
AWS Solutions Architect,Accenture,"Seattle, WA",Remote,"AWS, Java, Kubernetes",Entry-level,165458,10/18/2019
Cloud Consultant,IBM,"Austin, TX",Full-time,"DevOps, AWS, Java",Director,197818,12/4/2023
Cloud Consultant,IBM,"San Francisco, CA",Part-time,"Azure, Docker, Kubernetes, AWS, Java",Lead,172304,11/11/2019
Senior Cloud Engineer,Accenture,"San Francisco, CA",Contract,"Azure, Kubernetes, CI/CD",Mid-level,114815,9/1/2021
AWS Solutions Architect,Cisco,"Boston, MA",Full-time,"Java, Google Cloud, AWS, DevOps",Entry-level,148493,3/29/2023
DevOps Engineer,Adobe,"Austin, TX",Part-time,"Docker, CI/CD, Azure",Senior,187106,12/9/2020
Cloud Consultant,Google,"Chicago, IL",Contract,"Google Cloud, Java, Python",Entry-level,156945,7/26/2024
AWS Solutions Architect,IBM,"Austin, TX",Full-time,"Google Cloud, Terraform, CI/CD, AWS",Senior,120950,8/17/2019
Cloud Architect,Microsoft,"Austin, TX",Contract,"Docker, Azure, DevOps, Google Cloud, CI/CD",Mid-level,154627,5/8/2020
Cloud Architect,VMware,"New York, NY",Contract,"AWS, Python, CI/CD",Senior,107984,10/4/2022
Cloud Consultant,Adobe,"Austin, TX",Full-time,"Java, CI/CD, AWS",Entry-level,119489,7/29/2021
Cloud Architect,Accenture,"Chicago, IL",Full-time,"Docker, Python, Terraform, AWS, CI/CD",Mid-level,115264,12/18/2019
DevOps Engineer,Oracle,"Seattle, WA",Contract,"Google Cloud, Docker, Terraform, DevOps",Entry-level,125457,7/22/2021
Cloud Architect,Salesforce,"Chicago, IL",Part-time,"Terraform, Google Cloud, Azure, Java",Senior,181724,5/1/2020
Cloud Consultant,Salesforce,"Seattle, WA",Remote,"Azure, AWS, Google Cloud, Docker, Kubernetes",Entry-level,171743,12/23/2020
Cloud Consultant,Amazon,"San Francisco, CA",Full-time,"Java, Docker, Kubernetes",Senior,104437,11/29/2024
Cloud Consultant,Adobe,"San Francisco, CA",Full-time,"Docker, Google Cloud, AWS, Python, DevOps",Senior,153943,9/7/2024
Cloud Architect,Salesforce,"Boston, MA",Full-time,"Docker, Google Cloud, Kubernetes",Senior,147854,12/7/2024
Senior Cloud Engineer,VMware,"San Francisco, CA",Full-time,"Google Cloud, Java, CI/CD, Azure, Kubernetes",Entry-level,109442,8/2/2019
Senior Cloud Engineer,Amazon,"Austin, TX",Part-time,"Java, Docker, Kubernetes, DevOps",Entry-level,165696,9/3/2021
Cloud Architect,Adobe,"Seattle, WA",Part-time,"Docker, Kubernetes, DevOps, Google Cloud, Terraform",Mid-level,173978,3/31/2020
Cloud Consultant,Salesforce,"Austin, TX",Part-time,"Azure, AWS, Terraform",Director,129809,6/17/2019
AWS Solutions Architect,Amazon,"San Francisco, CA",Full-time,"Google Cloud, Python, CI/CD",Lead,126025,6/9/2022
Cloud Consultant,Microsoft,"San Francisco, CA",Part-time,"Google Cloud, Terraform, Kubernetes, CI/CD, Docker",Entry-level,150421,8/8/2021
DevOps Engineer,VMware,"Seattle, WA",Contract,"Java, Google Cloud, Python, Azure, Docker",Entry-level,102610,11/15/2023
AWS Solutions Architect,Adobe,"Chicago, IL",Full-time,"CI/CD, DevOps, Azure, AWS",Director,122692,2/9/2020
Cloud Consultant,Cisco,"San Francisco, CA",Contract,"Kubernetes, Python, Terraform, Java",Senior,143278,3/15/2022
Senior Cloud Engineer,Cisco,"San Francisco, CA",Remote,"Python, AWS, Azure, DevOps",Director,193458,11/17/2024
DevOps Engineer,Accenture,"Seattle, WA",Remote,"Terraform, Docker, Azure, Python, Kubernetes",Mid-level,114628,2/10/2024
Cloud Architect,Adobe,"Boston, MA",Part-time,"Google Cloud, Terraform, Docker",Entry-level,199259,5/21/2021
Cloud Architect,Accenture,"Boston, MA",Remote,"Kubernetes, Azure, CI/CD",Director,143663,10/8/2021
Cloud Architect,Microsoft,"Seattle, WA",Contract,"Terraform, Docker, CI/CD",Senior,154133,12/29/2023
Cloud Architect,VMware,"Seattle, WA",Part-time,"CI/CD, Azure, Terraform",Director,169380,11/18/2023
DevOps Engineer,Salesforce,"New York, NY",Remote,"Java, Python, Terraform, CI/CD",Director,188174,3/11/2023
